Route_name,Source,Destination,No_of_Stops_between_Source_to_Dest_including_Src_and_Dest,Total_number_of_Bus_Stops,Percentage_of_Bus_Stops_in_between,Maximum_number_of_Tickets_Sold,Total_Tickets_Sold,Pecentage_of_Tickets_Sold
JBS-KMLUP,JTTMC Jayanagara TTMC,BSK Banashankari Bus Station (Towards Kadirenahalli),2,3,66.66667,3,4,75.0
319-FUP,KBS1 Kempegowda Bus Station,CRP Corporation (Towards HAL MG Road),4,4,100.0,8,13,61.538464
119DN,MRPG Marappa Garden,SBS1 Shivajinagara Bus Station,4,4,100.0,827,1343,61.578552
356CW INFOPLDN,BMH4 Bommanahalli (Towards St Johns),HSRA2 SI Apartment HSR Layout,3,5,60.000004,2,2,100.0
SKT-YBS401MUP,RMCY1 RMC Yard (Yashawanthapura New Railway Station),YTTMC Yashawanthapura TTMC,2,5,40.0,1,1,100.0
JHV-PTHDN,BELC BEL Circle (Towards Gangamma Circle),MSPY MS Palya,3,3,100.0,20,28,71.42857
NNH-KMTDN,JTTMC Jayanagara TTMC,KMT1 KR Market (Kalasipalya),6,6,100.0,6,12,50.0
BMT10-HBL-KBSUP,NAGJN Jn of Nagawara,HBL5 Hebbala (Towards Mekhri Circle),3,3,100.0,10,13,76.92308
CHMS-KBSDN,JOKSW Sony World 80ft Road  Koramangala,ADGDI Adugodi (Towards Anepalya),3,3,100.0,9,16,56.25
375-D BABAS-BSKUP,KDRNH Kadirenahalli,BSKTTMC0 Banashankari TTMC,2,7,28.57143,18,24,75.0
SBS-GBJQUP,DMLUR Domlur (Towards HAL),MPH NAL Manipal Hospital ,2,5,40.0,7,14,50.0
HLG-SRNDN,HLGE Heelalige,CPR1 Chandapura (Towards Anekal),2,2,100.0,1,1,100.0
RTNP-TTNUP,RTN12 Police Station RT Nagara ,HBL Hebbala (Towards Yalahanka),2,2,100.0,1,1,100.0
80-CUP,NLO1 Nandini Layout Bus Stand,RKN Ramakrishna Nagara,2,2,100.0,6,6,100.0
SJP-D25DN,DKKSJP Doddakannalli,JNAGR Agara (Towards Silk Board),2,2,100.0,1,1,100.0
SNBS-LBG-KMTUP,LBGHG Lalbagh Main Gate,KRM4 KR Market,2,3,66.66667,37,48,77.08333
JP6-SGHDN,JNGR5 5th Block Jayanagara (Towards Jayanagara),SJNDHOP Sanjay Gandhi Hospital,2,3,66.66667,1,1,100.0
VGN-KBS 242BDN,MGDTLG Magadi Road TollGate ,KBS123 Kempegowda Bus Station,3,3,100.0,4,4,100.0
KBS-KRRUP,KBS1 Kempegowda Bus Station,SBST Shivajinagara Bus station,3,3,100.0,28,40,70.0
ELO-SGHDN,RVDC RV Dental College,SJNDHOP Sanjay Gandhi Hospital,2,2,100.0,1,1,100.0
JSD-D13DN,JSD2 Jambu Savari Dinne,KKC1 Konanakunte Cross,2,2,100.0,1,1,100.0
SBS-VNSUP,RTN12 Police Station RT Nagara ,HBL Hebbala (Towards Yalahanka),2,2,100.0,1,1,100.0
YTTMC-BRCDN,YTTMC Yashawanthapura TTMC,RLYSM Railway Station Malleshwaram,2,2,100.0,1,1,100.0
KRPRS-KLKCUP,KRPRLY Railway Station KR Puram,ITICG ITI Colony Gate,2,3,66.66667,38,39,97.4359
KMP-PSSDN,CKB Chikka Banavara (Towards 8th Mile),JHC4 Jalahalli Cross,2,2,100.0,4,4,100.0
GJR-AKNUP,VRTBS Varthuru,VRTKD1 Varthur kodi,2,4,50.0,22,33,66.66667
171-FUP,MHC Maharanis College,SNTTMC Shanthinagara TTMC,2,3,66.66667,1,1,100.0
ELCW-D38UP,ELCWG ELC Wipro Gate,ELC1 Electronic City 378 (Towards Electronic City),2,2,100.0,24,24,100.0
LCITC-SBSDN,LCITC CS-Lotus Court,SBS1 Shivajinagara Bus Station,4,4,100.0,13,23,56.521736
227UP,ANCPL Anchepalya,SRYPC Subbarayappanapalya Cross,2,6,33.333336,6,12,50.0
CVB-JDLOUP,CVRBN Cauvery Bhavana,JDCLO Judicial Layout,9,9,100.0,6,11,54.545456
KBS-SMH88UP,SJT1 Sujatha Talkies,PVTRAP Havanur Circle (Towards Unani Hospital),3,4,75.0,3,4,75.0
SPGC-HBLUP,BELCR2 BEL Circle (Towards Hebbala),DVNRA Devinagara,2,4,50.0,5,9,55.555557
LIC-KRM UP,JTTMC1 Jayanagara TTMC,KRMT1 KR Market,4,4,100.0,15,22,68.181816
BEML5-KMBUP,KGR8 Kengeri,BSVN1 Basavanagara Kengeri,2,2,100.0,1,1,100.0
PPLO-BMTUP,CKSDRC Chikkallasandra Aralimara (Towards Gowdanapalya),KTPR Kathriguppe,3,3,100.0,2,3,66.66667
V-317AUP,HLS1 Halasuru,KRPM-1 KR Puram Market,3,3,100.0,1,1,100.0
D31G-JTS G-7UP,GLH7 Gollarahatti (Towards Tavarakere),JPT1 Janapriya Township,2,4,50.0,3,4,75.0
311-FDN,HLS Halasuru,SBS1 Shivajinagara Bus Station,3,3,100.0,21,27,77.77778
BEML5-KGRDN,BGSM BGS Health City Gate Abhiman Studio,KGR2 Kengeri TTMC,2,5,40.0,264,485,54.432987
KRBH-KDGDN,HRSDG Harishchandra Ghat,KBS123 Kempegowda Bus Station,2,2,100.0,1,1,100.0
VNS-TDLDN,MLRTYDRY Military Dairy Farm ,TDL Thindlu,3,3,100.0,1,2,50.0
PPLO-CRLUP,UTRCL Uttarahalli Circle,MHSMD Mahesh Medicals,2,2,100.0,1,1,100.0
289DN,Corpo Corporation (Towards KR Market),KRM4 KR Market,2,16,12.5,4,7,57.14286
D-34 GATE-BVHUP,BSPRG Basavanapura Gate,BLVRDHLI Bilavaradahalli,3,4,75.0,1,1,100.0
CRL-BEML5DN,UTRC Uttarahalli Circle,CHNDRK Channasandra (Towards Kengeri),2,2,100.0,3,3,100.0
V-600FDN,BTLCLG BTL College,BSKTTMC0 Banashankari TTMC,9,9,100.0,2,4,50.0
LTU-KBSUP,KRC2 KR Circle,KBS123 Kempegowda Bus Station,2,2,100.0,28,28,100.0
HRHCR-KBSUP,MGDTLG Magadi Road TollGate ,KBS123 Kempegowda Bus Station,3,3,100.0,5,7,71.42857
KBS-VSD-NGVUP,MHC Maharanis College,WGPC Wilson Garden Police Station,2,3,66.66667,1,1,100.0
DRP-YBS80RUP,NLO1 Nandini Layout Bus Stand,GVTSF Govt Soap Factory,2,3,66.66667,21,24,87.5
KBS-KVMUP,KBS1 Kempegowda Bus Station,KVM CS-Kendriya Vidyalaya Malleshwaram,2,2,100.0,1,1,100.0
SMH-BMT13DN,NYHRR Jn of Nayandahalli,KMY13 Depot-13 Gate,2,2,100.0,1,1,100.0
KBS-RJEUP,KBS1 Kempegowda Bus Station,RJRTI Rajajinagara Entrance,3,3,100.0,11,20,55.0
291-EUP,KRM4 KR Market,KDGH12 Kadugondanahalli Police Station,7,8,87.5,182,350,52.0
210-ZUP,CKLSC Chikkallasandra Aralimara (Towards Uttarahalli),MHSMD Mahesh Medicals,2,11,18.181818,1,1,100.0
89-B YTTMC-GBEUP,YTTMC Yashawanthapura TTMC,GBE Geleyara Balaga Extension Rajajinagara,2,2,100.0,1,1,100.0
SVN-KLNDN,TLBS Thanisandra,jnon Jn of Nagawara,2,2,100.0,6,6,100.0
SSH-PSSDN,JNPA Janapriya Apartment,JHC4 Jalahalli Cross,4,4,100.0,15,20,75.0
GJR-BLGUP,GNGR1 Gunjuru (Towards Varthuru Kodi),VRTPST5 Varthuru Police Station,3,3,100.0,1,1,100.0
MF3UP,SVMS1 Swamy Vivekananda Metro Station,BCBG B Channasandra Bridge (Towards KR Puram),6,6,100.0,190,310,61.290325
BMT10-KRPGHUP,RMNALDM Ramamurthy Nagara Alada Mara,KRPGH KR Puram Govt Hospital,2,4,50.0,51,58,87.93104
KBP-D21GDN,IAHF Indo American Hybrid Farm,D21GT Depot-21 Gate,2,3,66.66667,1,1,100.0
PSS-JHCUP,NTTF NTTF Peenya,JHC2 Jalahalli Cross,2,2,100.0,2,2,100.0
256-CUP,JHC Jalahalli Cross,MF Marison Factory,2,4,50.0,6,12,50.0
KML-VJNTDN,HVNRCR1 Havanur Circle (Towards KHB Colony),VJN1 Vijayanagara,2,2,100.0,5,5,100.0
HLS-BSN D06-AlsUP,HLS Halasuru,HALMG HAL Main Gate (Towards Marathahalli Bridge),3,3,100.0,2,3,66.66667
BSN-KGR 502UP,SHRK Shirke KHB Quarters,KGR1 Kengeri TTMC,4,5,80.0,2,4,50.0
SNBS-PTALKIES-KMTDN,POTB Poornima Talkies,KRMC1 KR Market,3,4,75.0,219,256,85.546875
JTN-BMT10DN,HRMA Horamavu Agara,HNRCRS Hennur Cross (Towards Lingarajapura),2,3,66.66667,6,9,66.66667
PSS-SDH-JHCUP,BGLG1 Bagalagunte (Towards 8th Mile),JHC3 Jalahalli Cross,6,10,60.000004,41,57,71.929825
SGH-DCHUP,END East End Jayanagara (Towards BTM Layout),VJNLA Vijaya Bank Layout Arakere,2,2,100.0,3,3,100.0
234-FDN,MGR1 MG Statue,SBS1 Shivajinagara Bus Station,2,9,22.222223,2,2,100.0
225-GDN,BPN Bapujinagara,KBS123 Kempegowda Bus Station,2,2,100.0,2,2,100.0
PPLO-UTH-KBSUP,PPGLYT1 Poornaprajna Layout,UTRCL Uttarahalli Circle,2,2,100.0,1,1,100.0
STP-VNSUP,RTN12 Police Station RT Nagara ,HBL Hebbala (Towards Yalahanka),2,3,66.66667,3,4,75.0
KGP-KBSDN,KRMARK KR Market,KBS123 Kempegowda Bus Station,2,2,100.0,11,11,100.0
V-600FUP,ELC3 Electronic City (Towards Attibele),BTLC BTL College,4,10,40.0,5,10,50.0
BMT-BSKDN,KTGP Kathriguppe,KDHP Kadirenahalli Park,2,3,66.66667,4,5,80.0
KDG-ERNSTUP,PAG Pattandur Agrahara Gate,HDI2 Hoodi (Towards KR Puram),2,4,50.0,41,59,69.49152
KMT-KRMTTMC -140UP,CRP12 Corporation (Towards Subbiah Circle),SNTTMC Shanthinagara TTMC,2,2,100.0,1,1,100.0
CJP-HBL-RTNPDN,MTKR3 Mattikere,HBL5 Hebbala (Towards Mekhri Circle),2,2,100.0,1,1,100.0
27-KDN,JEE1 East End Jayanagara (Towards JD Mara),JTTMC Jayanagara TTMC,2,2,100.0,2,2,100.0
374-NDN,TVK1 Tavarekere,NMG0 Nelamangala Bus Station,8,8,100.0,616,1168,52.739727
226-QUP,VJH0 Vajarahalli,KHBC12 KHB Colony,9,10,90.0,1,2,50.0
KBS-ORRCAQUP,DMLUR Domlur (Towards HAL),AECSL-1 AECS Layout Cross,5,6,83.33333,1,1,100.0
KMT-MDMUP,LGHM Lalbagh Main Gate,MDWS Madivala Masidi,4,4,100.0,2,3,66.66667
SRP-KBSUP,SVNDS2 Shivananda Store,KBS123 Kempegowda Bus Station,3,11,27.272728,1,1,100.0
NICE-4DN,INFLT1 Infosys Parking Lot,VTTMC Vijayanagara TTMC,5,6,83.33333,7,10,70.0
PLH-D40CDN,NGRR Nagarauru Cross,MKLC1 Makali Cross,2,2,100.0,1,1,100.0
YBS-YSTFDN,YPRTG TollGate Yeshwanthapura,MTKR Mattikere,2,3,66.66667,3,5,60.000004
89-A YTTMC-CVNUP,YTTMC Yashawanthapura TTMC,KRBRHL Kurubarahalli,3,4,75.0,3,6,50.0
ORRCAP-BSKDN,BTM16th 16th Main BTM Layout ,BSKTTMC0 Banashankari TTMC,3,6,50.0,14,24,58.333332
JHR-KVSDN,KRMPPO1 Passport Office Koramangala ,VANPT Vannarapet,2,3,66.66667,6,10,60.000004
BEL-YRSDN,MTKR1 Mattikere,YTG Yeshwanthpura TolGate,2,3,66.66667,25,29,86.206894
BRN-D21GDN,BRN1 Bangarappa Nagara,BEMLCX BEML Complex,2,3,66.66667,6,6,100.0
D10-NNDUP,KNPR K Narayanapura Main Bus Stand,NGRNGHH Nagaraesh Nagenahalli,2,3,66.66667,3,4,75.0
BGTC-D34 GateDN,BNRCL Bannerughatta Circle (Towards Kalkere),BSNG Basavanapura Gate,2,3,66.66667,1,1,100.0
PSS-MDRGTUP,NTTF NTTF Peenya,JHC2 Jalahalli Cross,2,4,50.0,5,8,62.5
RTNP-KBRUP,RTNPS1 Police Station RT Nagara ,KBR Kaval Byrasandra,2,2,100.0,7,7,100.0
335-SDN,KBS1 Kempegowda Bus Station,SRSC Sirsi Circle,3,4,75.0,2,4,50.0
80-DUP,RAJ1B 1st Block Rajajinagara,NLO1 Nandini Layout Bus Stand,4,8,50.0,187,330,56.666668
SGH-KMLUP,JBS4thB Jayanagara 4th Block,BSK Banashankari Bus Station (Towards Kadirenahalli),2,5,40.0,62,99,62.62626
BMH-ADTUP,VTHL Venkatala,YHKSC Yelahanka Santhe Circle,2,4,50.0,3,5,60.000004
SBS-KBS-AIT238UUP,MGD1C 1st Cross Magadi Road,MDLPLYA Moodalapalya,4,5,80.0,5,9,55.555557
D31G-HSTUP,MRTALY Mallathahalli Cross,HST Ullala Satelite Town,3,5,60.000004,17,32,53.125
YBS-DBLKUP,CKB1 Chikka Banavara (Towards Hesaraghatta),SLDH Soladevanahalli Police Station,2,3,66.66667,4,5,80.0
PSS-JKLOUP,YTTMC1 Yashawanthapura TTMC,MTKR Mattikere,2,4,50.0,4,5,80.0
HPN-KMT-KBSUP,BPN Bapujinagara,SRSC5 Sirsi Circle,2,2,100.0,1,1,100.0
KRMTTMC-STJOHUP,KRMDTTMC Koramangala TTMC,JHRD Jn of Hosur Road,3,3,100.0,2,3,66.66667
215EUP,RVCD3 RV Dental College,ESRL Eshwara Layout,3,3,100.0,3,3,100.0
SBS-SKID 330UP,MGR-1 MG Road Electric B Station ,MPH NAL Manipal Hospital ,2,2,100.0,5,5,100.0
DGB-D10DN,BLSVLE Bileshivale,HNRD-10 Depot-10 Hennuru Gate,4,4,100.0,4,6,66.66667
290-MDN,INDEXP1 Indian Express,KBS123 Kempegowda Bus Station,4,9,44.444447,37,37,100.0
D04G-BSKUP,JYNGR9B 9th Block Jayanagara (40th Cross),BSKTTMC0 Banashankari TTMC,2,2,100.0,17,17,100.0
D35-AMPUP,TVK3 Tavarekere,AMRDPL Aralimaradapalya,5,6,83.33333,7,10,70.0
MDL-ACC B7UP,D-25 Depot-25 Gate (Towards Hebbala),AGRA1 Jn of Agara,2,6,33.333336,2,4,50.0
SBS-PFAMUP,HALMG HAL Main Gate (Towards Marathahalli Bridge),PFAM CS-Poorva Fountain Apartment,3,4,75.0,2,3,66.66667
AIT-BHEL EDnUP,AITKGT Kengunte Circle,VJN1 Vijayanagara,3,5,60.000004,5,10,50.0
D35-JPTUP,D35G Depot-35 Gate,JPT1 Janapriya Township,2,2,100.0,1,1,100.0
BSN-DBL 220EUP,BSVN2 Basavanagara Kengeri,DBL Doddabele,2,2,100.0,2,2,100.0
D02-SBSUP,RICHMD Richmond Circle,SBS1 Shivajinagara Bus Station,2,3,66.66667,3,4,75.0
ABL-D34GateDN,AVN1 Avalahalli (Towards Konanakunte),JSD1 Jambu Savari Dinne,2,2,100.0,3,3,100.0
CFLSV-KBS 242ZCDN,CNDSP Channadasipalya,GLH10 Gollarahatti (Towards Sunkadakatte),4,6,66.66667,1,2,50.0
DPJ-KLOUP,mnsk1 Muneshwara Nagara Kerekodi,HKRLY H Krishnappa Layout,2,3,66.66667,1,1,100.0
SRN-HGR-352UP,CPR0 Chandapura (Towards Electronic City),KITHGNHL Kithaganahalli,2,3,66.66667,2,3,66.66667
D35-KCHUP,KCHG1 Kachohalli Gate,KCH Kachohalli,2,3,66.66667,5,5,100.0
CPR-D38UP,BTLCLG BTL College,HBGDI1 Hebbagodi,2,3,66.66667,1,2,50.0
JFWTC-ITPLDN,JFWTC John F Welch Technology Centre JFWTC ,SJRHS Sathya Sai Hospital,2,2,100.0,1,1,100.0
YTTMC-MMSDN,YTTMC1 Yashawanthapura TTMC,MLESHW 8th Cross Malleshwaram (Margosa Road),2,4,50.0,13,15,86.666664
285-JADN,NES1 NES Office,RMGTH1 RM Guttahalli,3,3,100.0,1,1,100.0
NICE-5UP,KGR2 Kengeri TTMC,ELCWG ELC Wipro Gate,4,7,57.14286,133,138,96.376816
256-MA TRHH-VNCDN,BSVH Basavenahalli,NMG0 Nelamangala Bus Station,2,4,50.0,3,5,60.000004
61-EUP,SJT1 Sujatha Talkies,MGDTG Magadi Road TollGate ,3,5,60.000004,10,15,66.66667
CLO-HPNUP,CLO2 Chandra Layout Circle,INTAX Income Tax Layout,2,2,100.0,1,1,100.0
KBS-KRMNGVUP,WGPC Wilson Garden Police Station,KKMP Kalyana Mantapa Koramangala,3,4,75.0,2,4,50.0
YHKOT-PTNDN,YHK1 Yelahanka Old Town,NES NES Office,2,3,66.66667,4,5,80.0
SBS-GECLUP,DMLUR Domlur (Towards HAL),GOLDNE CS-Golden Enclave,2,2,100.0,1,1,100.0
SRN-BSKDN,SNR Srinagara Bus Station,KTGP Kathriguppe,3,5,60.000004,9,18,50.0
45FUP,Corpo Corporation (Towards KR Market),KTGP Kathriguppe,6,6,100.0,1,1,100.0
IND6THM-KBSDN,RCHMDCR Richmond Circle,KBS123 Kempegowda Bus Station,2,5,40.0,21,36,58.333332
BSK-HSKUP,KTPR Kathriguppe,HSKRH Hoskerehalli,2,2,100.0,1,1,100.0
KVM-KBSDN,MLM13th 13th Cross Malleshwaram (Margosa Road),KBS123 Kempegowda Bus Station,3,3,100.0,9,13,69.230774
RRN-BMT13DN,NDH1 Nayandahalli,KTGP Kathriguppe,3,4,75.0,7,11,63.636364
MLPH-YHKOTDN,SNH Singanayakanahalli Gate,NES1 NES Office,2,2,100.0,5,5,100.0
BSK-SGHDN,BSKTTMC1 Banashankari TTMC,JTTMC Jayanagara TTMC,2,3,66.66667,25,27,92.59259
D35-TVKUP,CNNHL Channenahalli (Towards Tavarakere),TVK3 Tavarekere,2,3,66.66667,7,10,70.0
CKA-PPLODN,PDMN Padmanabha Nagara,UTRC Uttarahalli Circle,2,2,100.0,13,13,100.0
V-500WUP,VYDHS White Field TTMC (Vydehi Hospital),ITL ITPL,3,16,18.75,2,2,100.0
RTN-HNR-KNPCUP,GDLH Geddalahalli (Towards Byrathi Bande),KNYPC K Narayanapura Cross,2,4,50.0,2,3,66.66667
CSBS-SGHDN,KDRNH Kadirenahalli,BSKTTMC1 Banashankari TTMC,2,3,66.66667,4,6,66.66667
KMT-BDD 226DUP,VJH0 Vajarahalli,BDD1 Bidadi,3,15,20.0,3,5,60.000004
SRN-BKCDN,BTLCLG BTL College,ELC Electronic City (Towards Bommanahalli),2,3,66.66667,1,1,100.0
SJHBS-PNNUP,INDNH Indira Nursing Home,PDMN Padmanabha Nagara,3,5,60.000004,1,1,100.0
CMNR-YTTMCDN,CPRI2 CPRI,YTTMC1 Yashawanthapura TTMC,2,2,100.0,2,2,100.0
MEIL-PSSDN,BGLG1 Bagalagunte (Towards 8th Mile),JHC4 Jalahalli Cross,2,2,100.0,16,16,100.0
V-226ELCDN,WNDRLAPRK Wonderla Amusement Park,BTM16 16th Main BTM Layout ,4,6,66.66667,14,23,60.869564
HNG-MRHBUP,D-25 Depot-25 Gate (Towards Hebbala),KLMD1 Marathahalli Bridge,6,7,85.71429,6,12,50.0
YNRS-KMTDN,MLESHW 8th Cross Malleshwaram (Margosa Road),KRM4 KR Market,4,4,100.0,1,1,100.0
KRM-HBPSUP,KRMB1 1st Block Koramangala,KDG Kudlu Gate,2,3,66.66667,1,1,100.0
DML-HSRBDAUP,MTBG Military Bridge,MDWMK Madivala,3,4,75.0,1,1,100.0
ELC-UTH-CKAUP,CKSDRC Chikkallasandra Aralimara (Towards Gowdanapalya),CHAKTU Channammanakere Achukattu,15,15,100.0,1,1,100.0
HSKH-DPJLUP,PESC3 PES College,NDHLLI Jn of Nayandahalli,2,3,66.66667,1,2,50.0
VNC-KMSUP,ADSN Adarshanagara,ARSK Arishinakunte (Towards Nelamangala),2,2,100.0,1,1,100.0
SGH-VBLUP,BLKLLI Bilekahalli,VJENKAP Vijaya Enclave Apartment,2,2,100.0,3,3,100.0
210-HADN,BKNDRC Indian Express,SBS1 Shivajinagara Bus Station,2,18,11.111112,9,9,100.0
D06-DBSUP,KFCIPDR Police Station Indiranagara,DPOHLI Dhoopanahalli,2,3,66.66667,3,3,100.0
290-KAUP,ABCLLG Arebic College,NGW Nagavara,2,8,25.0,2,2,100.0
YSTF-BEMLGUP,KSTRR Kasthuri Nagara Ring Road,BNGB Benniganahalli Bridge,3,9,33.333336,1,1,100.0
RTN-HBLUP,RTN12 Police Station RT Nagara ,HBL Hebbala (Towards Yalahanka),2,2,100.0,2,2,100.0
GNR-KBSDN,SVNDS2 Shivananda Store,KBS123 Kempegowda Bus Station,2,4,50.0,22,39,56.41026
V-HBL-KDG 502GUP,GRDP Garudacharpalya,ITL ITPL,3,5,60.000004,1,2,50.0
SBS-RYLUP,COLPK Coles Park (Towards Doddy),D10G2 Depot-10 Gate,4,5,80.0,1,1,100.0
BSK-PNNUP,BSKTTMC1 Banashankari TTMC,KDHPRK Kadirenahalli Park,2,2,100.0,6,6,100.0
KBS-IND6THMUP,RICHMD Richmond Circle,MYH1 Mayohall,2,2,100.0,1,1,100.0
DML-CSBUP,KRMW1 Water Tank Koramangala,CSB5 Central Silk Board (Towards Silk Board Junction),3,4,75.0,10,20,50.0
NICE-5DN,KNPA1 Konappana Agarhara,KGR1 Kengeri TTMC,6,7,85.71429,9,12,75.0
31DN,CMRJPT Chamarajapet (Towards Ganesh Bhavana),BSGDY Basavanagudi Police Station,2,5,40.0,1,2,50.0
Eco Space-KBSDN,AGRA Agara (Towards Hebbala),JKS Jakkasandra,2,2,100.0,1,1,100.0
RVTH-D35DN,JPT0 Janapriya Township,KDBGC Kadabagere Cross,2,3,66.66667,2,2,100.0
406UP,BSVH3 Basavanahalli,NMG0 Nelamangala Bus Station,2,27,7.4074073,5,5,100.0
BTM-VSDDN,ASHKPLR Ashoka Pillar,MNRVC Minerva Circle,2,6,33.333336,1,1,100.0
UST-Depot-12UP,VPS1 Vidyaniketan Public School,RVC RV College,2,2,100.0,1,1,100.0
BMBS-DPJNUP,MLGL Malagala,VJN1 Vijayanagara,2,3,66.66667,3,4,75.0
399-DDN,YMRI Yamare,DMSCR1 Dommasandra Circle (Towards Muttanallur Cross),3,4,75.0,1,1,100.0
KCH-D35DN,KDGC Kadabagere Cross,D35G Depot-35 Gate,3,3,100.0,2,2,100.0
D31G-NNBUP,KTP Kottigepalya,PPRP Papareddypalya,2,2,100.0,1,1,100.0
BRGD-SNBSUP,OPRBT1 Brigade Road,SNTTMC Shanthinagara TTMC,2,2,100.0,11,11,100.0
ILO-D34 GateDN,KKC Konanakunte Cross,KNC Hari Nagara Cross,2,2,100.0,1,1,100.0
SVR-MRHBUP,SVMS Swamy Vivekananda Metro Station,KRPRLY Railway Station KR Puram,3,3,100.0,12,21,57.14286
NRC-CLODN,CHRP Chamarajapet (Towards TR Mill),SCRLE Sirsi Circle,2,2,100.0,2,2,100.0
GJR-MPHUP,GNGR1 Gunjuru (Towards Varthuru Kodi),VRTGTC Varthuru Govt College,2,4,50.0,1,1,100.0
SRN-SJPUP,SURNR Surya Nagara,CPR2 Chandapura (Towards Dommasandra),2,2,100.0,12,12,100.0
PSN-CLODN,SVN Srinivasa Nagara PattegarPalya ,VJN1 Vijayanagara,2,2,100.0,3,3,100.0
349UP,ELC3 Electronic City (Towards Attibele),HUSK Huskur (Towards Chikkanagamangala Gate),14,18,77.77778,31,55,56.363636
213-NUP,KBS1 Kempegowda Bus Station,KMT1 KR Market (Kalasipalya),4,4,100.0,36,61,59.016396
258-W VNC-JTSUP,NMG0 Nelamangala Bus Station,RGLHG Railway Gate Gollahalli ,3,4,75.0,4,6,66.66667
STP-YTTMCDN,RTN12 Police Station RT Nagara ,YTTMC Yashawanthapura TTMC,2,2,100.0,4,4,100.0
55-BUP,KRMARK KR Market,KMPAGAR Kempapura Agarahara,3,3,100.0,1424,2020,70.49505
CRL-PPLODN,MHSMD Mahesh Medicals,UTRC Uttarahalli Circle,2,2,100.0,1,1,100.0
KMT-SBSUP,KRMC1 KR Market,CRP Corporation (Towards HAL MG Road),2,3,66.66667,2,4,50.0
BSB-D06UP,BPH1 Bayyappanahalli Metro Station,ISOLH Isolation Hospital,2,3,66.66667,4,5,80.0
BSK-MNNKUP,KDHPRK Kadirenahalli Park,KTPR Kathriguppe,2,3,66.66667,1,2,50.0
240-FUP,BNMG Binnamangala Towads Nelamangala),NMG0 Nelamangala Bus Station,3,17,17.647058,6,11,54.545456
GKW-SHMTUP,MGDTLG Magadi Road TollGate ,RJNESI ESI Hospital Rajajinagara (Towards Navarang),2,3,66.66667,11,14,78.57143
KGNSP-SNBSDN,KPGWDN Kempegowda Nagara Swimming Pool,NRR North Road,2,2,100.0,1,1,100.0
BEML5-MRNB 375DN,KDRNH Kadirenahalli,BSKTTMC1 Banashankari TTMC,2,4,50.0,32,54,59.25926
CKH-D34 GateDN,CHMKMHLI Chikka Kammanahalli,D34GTE Depot-34 Gate,3,3,100.0,51,62,82.258064
LGR-PRPPUP,CHWNG LB Samudaya Bhavana,KTP Kottigepalya,2,2,100.0,50,50,100.0
KAH-D38DN,HUSK Huskur (Towards Chikkanagamangala Gate),D38CHNH Depot-38 Gate,2,2,100.0,1,1,100.0
KBS-BLCDUP,JFW1 John Fowler,AGRA1 Jn of Agara,2,5,40.0,2,3,66.66667
MRH-PTHUP,MTDB Marathahalli Bridge,DND12 Dodda Nekkundi (Towards Hebbala),2,3,66.66667,1,1,100.0
CPR-D34 GateDN,BLKLLI Bilekahalli,HMGT Hulimavu Gate (Towards Meenakshi Temple),2,2,100.0,1,1,100.0
228-KDN,BPN Bapujinagara,KBS123 Kempegowda Bus Station,2,4,50.0,10,13,76.92308
TTN-RTNPDN,HBL1 Hebbala (Towards RM Guttahalli),RTNPS1 Police Station RT Nagara ,2,2,100.0,1,1,100.0
NLO-ISCKON-YPRTTMCDN,NLO1 Nandini Layout Bus Stand,GVTSF Govt Soap Factory,2,3,66.66667,35,42,83.33333
V-HBL-KBSDN,RMGTH1 RM Guttahalli,KBS123 Kempegowda Bus Station,3,3,100.0,1,1,100.0
SNBS-BRGD G3UP,SNTTMC3 Shanthinagara TTMC,RICHMD Richmond Circle,2,3,66.66667,3,4,75.0
KRMTTMC-KMT-140DN,Corpo Corporation (Towards KR Market),KRMC1 KR Market,2,2,100.0,17,17,100.0
KLN-KNPUP,KLNB Kalyananagara Bus Stand,GDLH Geddalahalli (Towards Byrathi Bande),2,3,66.66667,1,2,50.0
DRDO2-KRPDN,tinf Tin Factory,KRPG KR Puram Govt Hospital,4,5,80.0,37,48,77.08333
HKRGATE-D38UP,HSKGT1 Huskur Gate,SGHNA12 Singena Agrahara Cross Fruits Market ,2,2,100.0,1,1,100.0
D16-KMTUP,BPN Bapujinagara,KMT5 KR Market,3,3,100.0,45,74,60.81081
KRM-DMR-BTPUP,krmsyw80 Sony World 80ft Road  Koramangala,DMH Domlur Flyover (Towards HAL),2,5,40.0,7,13,53.846157
MTR-KGR 200DUP,RVC RV College,KGR2 Kengeri TTMC,2,2,100.0,5,5,100.0
KBR-RTNDN,KBR Kaval Byrasandra,RTN12 Police Station RT Nagara ,2,2,100.0,1,1,100.0
KMLW-BEML5 210UBDN,VSTPR Vasanthapura,UTH1 Uttarahalli,2,5,40.0,36,45,80.0
KBS-AGRUP,SECRL South End Circle,BSK1 Banashankari Bus Station (Towards Konanakunte Cross),2,8,25.0,23,37,62.162163
SNBS-NBVUP,Corpo Corporation (Towards KR Market),KMT2 KR Market,2,7,28.57143,18,31,58.064514
SJHS-SBSUP,STJOSPH CS-St Joseph Boys High School Musuem Road ,SBS1 Shivajinagara Bus Station,2,2,100.0,1,1,100.0
